game,network,time,mediaindicator,
Temple at Rutgers,American Ath. Network,11/02/2013 12:00,T,
North Carolina at NC State,ACC Network,11/02/2013 12:30,T,
Wake Forest at Syracuse,ACC RSNs,11/02/2013 12:30,T,
Middle Tennessee at UAB,FSN HD,11/02/2013 13:00,T,
Western Kentucky at Georgia St.,Sun Belt Network,11/02/2013 13:00,T,
UTSA at Tulsa,CSS,11/02/2013 15:30,T,
Clemson at Virginia,ESPN HD,11/02/2013 15:30,T,
Florida vs. Georgia<br>(at Jacksonville, FL),CBS HD,11/02/2013 15:30,T
Iowa St. at Kansas St.,FOX Sports 1,11/02/2013 15:30,T,
West Virginia at TCU,ESPNU HD,11/02/2013 15:30,T,
Kansas at Texas,Longhorn Network<br>Jayhawk TV,11/02/2013 15:30,T,
Michigan at Michigan St.,ABC HD,11/02/2013 15:30,T,
Northwestern at Nebraska,BTN HD,11/02/2013 15:30,T,
Minnesota at Indiana,BTN HD,11/02/2013 15:30,T,
Navy at Notre Dame,NBC HD,11/02/2013 15:30,T,
Kent St. at Akron,Time Warner Sports,11/02/2013 15:30,T,
Arizona at California,Pac-12 Networks,11/02/2013 15:30,T,
San Jose St. at UNLV,MW Network,11/02/2013 16:00,W,
Hawai'i at Utah St.,CBS Sports Network HD,11/02/2013 16:00,T,
New Mexico St. at UL-Lafayette,Cox 4-Louisiana,11/02/2013 17:00,T,
Tulane at FAU,CBS Sports ULive,11/02/2013 17:00,W,
Texas St. at Idaho,Altitude,11/02/2013 17:00,T,
Auburn at Arkansas,ESPN2 HD,11/02/2013 18:00,T,
East Carolina at FIU,WITN,11/02/2013 18:00,T,
Pittsburgh at Georgia Tech,ESPNU HD,11/02/2013 19:00,T,
Tennessee at Missouri,ESPN HD,11/02/2013 19:00,T,
Oklahoma St. at Texas Tech,FOX HD,11/02/2013 19:00,T,
Eastern Michigan at Toledo,BCSN,11/02/2013 19:00,T,
Colorado at UCLA,FOX Sports 1,11/02/2013 19:30,T,
Alabama St. at Kentucky,SEC/CSS,11/02/2013 19:30,T,
Arkansas St. at South Alabama,ESPN3,11/02/2013 19:30,W,
Boise St. at Colorado St.,CBS Sports Network HD,11/02/2013 20:00,T,
New Mexico at San Diego St.,ROOT Sports,11/02/2013 20:00,T,
Miami (FL) at Florida St.,ABC HD,11/02/2013 20:00,T,
UTEP at Texas A&M,ESPN2 HD,11/02/2013 21:00,T,
Nevada at Fresno St.,ESPNU HD,11/02/2013 22:30,T,
Bowling Green at Miami (OH),ESPNU HD,11/05/2013 20:00,T,
Ohio at Buffalo,ESPN2 HD,11/05/2013 20:00,T,
Central Michigan at Ball St.,ESPN2 HD,11/06/2013 20:00,T,
Oklahoma at Baylor,FOX Sports 1,11/07/2013 19:30,T,
Troy at UL-Lafayette,ESPNU HD,11/07/2013 19:30,T,
Oregon at Stanford,ESPN HD,11/07/2013 21:00,T,
Louisville at Connecticut,ESPN2 HD,11/08/2013 20:30,T,
Air Force at New Mexico,ESPNU HD,11/08/2013 21:00,T,
SMU at Cincinnati,American Ath. Network,11/09/2013 12:00,T,
Florida St. at Wake Forest,ABC HD,11/09/2013 12:00,T,
UAB at Marshall,CSS,11/09/2013 12:00,T,
TCU at Iowa St.,FSN HD,11/09/2013 12:00,T,
Kansas St. at Texas Tech,ABC HD,11/09/2013 12:00,T,
Arkansas at Ole Miss,SEC TV,11/09/2013 12:00,T,
Auburn at Tennessee,ESPN HD,11/09/2013 12:00,T,
Vanderbilt at Florida,SEC/FSN Regional HD,11/09/2013 12:00,T,
Missouri at Kentucky,ESPNU HD,11/09/2013 12:00,T,
Iowa at Purdue,BTN HD,11/09/2013 12:00,T,
Penn St. at Minnesota,ESPN2 HD,11/09/2013 12:00,T,
Western Kentucky at Army,CBS Sports Network HD,11/09/2013 12:00,T,
Appalachian St. at Georgia,WSB,11/09/2013 12:30,T,
Virginia at North Carolina,ACC Network HD,11/09/2013 12:30,T,
Western Michigan at Eastern Michigan,ESPN3,11/09/2013 13:00,W,
Tulane at UTSA,WOAI,11/09/2013 14:00,T,
USC at California,FOX HD,11/09/2013 15:00,T,
Syracuse at Maryland,ACC RSNs,11/09/2013 15:30,T,
Boston College at New Mexico St.,AggieVision,11/09/2013 15:30,T,
Mississippi St. at Texas A&M,CBS HD,11/09/2013 15:30,T,
BYU at Wisconsin,ESPN HD,11/09/2013 15:30,T,
Nebraska at Michigan,ABC HD,11/09/2013 15:30,T,
Illinois at Indiana,BTN HD,11/09/2013 15:30,T,
Hawai'i at Navy,CBS Sports Network HD,11/09/2013 15:30,T,
UTEP at North Texas,CSS,11/09/2013 15:30,T,
Nevada at Colorado St.,MW Network,11/09/2013 15:30,W,
Tulsa at East Carolina,FSN HD,11/09/2013 15:45,T,
FIU at Middle Tennessee,FOX College Sports,11/09/2013 16:00,T,
NC State at Duke,ESPNU HD,11/09/2013 16:00,T,
Kansas at Oklahoma St.,FOX Sports 1,11/09/2013 16:00,T,
Arizona St. at Utah,Pac-12 Networks,11/09/2013 16:00,T,
UT-Martin at Memphis,ESPN3,11/09/2013 16:30,W,
Old Dominion at Idaho,College Sports Direct,11/09/2013 17:00,W,
Texas at West Virginia,FOX HD,11/09/2013 19:00,T,
Virginia Tech at Miami (FL),ESPN HD,11/09/2013 19:00,T,
Houston at UCF,ESPN2 HD,11/09/2013 19:00,T,
Southern Miss at Louisiana Tech,CBS Sports Network HD,11/09/2013 19:00,T,
Arkansas St. at UL-Monroe,ESPN3,11/09/2013 19:00,W,
Utah St. at UNLV,ESPNU HD,11/09/2013 20:00,T,
LSU at Alabama,CBS HD,11/09/2013 20:00,T,
Notre Dame at Pittsburgh,ABC HD,11/09/2013 20:00,T,
Colorado at Washington,Pac-12 Networks,11/09/2013 20:00,T,
UCLA at Arizona,ESPN HD,11/09/2013 22:00,T,
Fresno St. at Wyoming,ESPN2 HD,11/09/2013 22:15,T,
San Diego St. at San Jose St.,CBS Sports Network HD,11/09/2013 22:30,T,
Ohio at Bowling Green,ESPN3,11/12/2013 19:30,W,
Buffalo at Toledo,ESPNU HD,11/12/2013 19:30,T,
Miami (OH) at Kent St.,ESPNU HD,11/13/2013 20:00,T,
Ball St. at Northern Illinois,ESPN2 HD,11/13/2013 20:00,T,
Georgia Tech at Clemson,ESPN HD,11/14/2013 19:30,T,
Marshall at Tulsa,FOX Sports 1,11/14/2013 19:30,T,
Washington at UCLA,ESPN2 HD,11/15/2013 21:00,T,
Central Michigan at Western Michigan,ESPN Plus,11/16/2013 12:00,T,
West Virginia at Kansas,FSN HD,11/16/2013 12:00,T,
Iowa St. at Oklahoma,FOX Sports 1,11/16/2013 12:00,T,
Ohio St. at Illinois,ESPN HD,11/16/2013 12:00,T,
Purdue at Penn St.,BTN HD,11/16/2013 12:00,T,
Indiana at Wisconsin,ESPN2 HD,11/16/2013 12:00,T,
Kentucky at Vanderbilt,SEC TV HD,11/16/2013 12:00,T,
Troy at Ole Miss,ESPNU HD,11/16/2013 12:00,T,
UCF at Temple,American Ath. Networks,11/16/2013 12:00,T,
Cincinnati at Rutgers,ESPNEWS,11/16/2013 12:00,T,
Maryland at Virginia Tech,ACC Network HD,11/16/2013 12:30,T,
North Carolina at Pittsburgh,ACC Network HD,11/16/2013 12:30,T,
FAU at Southern Miss,CSS,11/16/2013 12:30,T,
NC State at Boston College,ACC RSNs HD,11/16/2013 12:30,T,
Akron at Massachusetts,ESPN3,11/16/2013 13:00,W,
Washington St. at Arizona,Pac-12 Network,11/16/2013 14:00,T,
UAB at East Carolina,WITN,11/16/2013 14:00,T,
UL-Lafayette at Georgia St.,ESPN3,11/16/2013 14:00,W,
Connecticut at SMU,ESPN3,11/16/2013 15:00,W,
Idaho St. at BYU,BYUtv HD,11/16/2013 15:00,T,
Miami (FL) at Duke,ESPNU HD,11/16/2013 15:30,T,
Syracuse at Florida St.,ABC/ESPN2 HD,11/16/2013 15:30,T,
Michigan St. at Nebraska,ABC/ESPN2 HD,11/16/2013 15:30,T,
Michigan at Northwestern,BTN HD,11/16/2013 15:30,T,
South Alabama at Navy,CBS Sports Network HD,11/16/2013 15:30,T,
Oklahoma St. at Texas,FOX HD,11/16/2013 15:30,T,
TCU at Kansas St.,FSN HD,11/16/2013 15:30,T,
Georgia at Auburn,CBS HD,11/16/2013 15:30,T,
Utah at Oregon,FOX Sports 1,11/16/2013 16:00,T,
California at Colorado,Pac-12 Networks,11/16/2013 17:30,T,
Florida at South Carolina,ESPN2 HD,11/16/2013 19:00,T,
Baylor vs. Texas Tech<br>(at Arlington, TX),FOX HD,11/16/2013 19:00,T
Houston at Louisville,ESPNU HD,11/16/2013 19:00,T,
Memphis at USF,ESPN3,11/16/2013 19:00,W,
Colorado St. at New Mexico,ROOT Sports,11/16/2013 19:00,T,
Louisiana Tech at Rice,CBS Sports Network HD,11/16/2013 19:00,T,
Texas St. at Arkansas St.,Sun Belt Network,11/16/2013 19:30,T,
Alabama at Mississippi St.,ESPN HD,11/16/2013 19:45,T,
Stanford at USC,ABC HD,11/16/2013 20:00,T,
FIU at UTEP,CBS Sports ULive,11/16/2013 20:00,W,
Oregon St. at Arizona St.,Pac-12 Network,11/16/2013 21:30,T,
Wyoming at Boise St.,ESPN2 HD,11/16/2013 22:15,T,
San Diego St. at Hawai'i,CBS Sports Network HD,11/16/2013 22:30,T,
San Jose St. at Nevada,ESPNU HD,11/16/2013 22:30,T,
Buffalo at Miami (OH),ESPNU HD,11/19/2013 20:00,T,
Kent St. at Ohio,ESPN2 HD,11/19/2013 20:00,T,
Northern Illinois at Toledo,ESPN2 HD,11/20/2013 20:00,T,
Rice at UAB,FOX Sports 1,11/21/2013 19:30,T,
Rutgers at UCF,ESPN HD,11/21/2013 19:30,T,
UNLV at Air Force,ESPNU HD,11/21/2013 21:30,T,
Navy at San Jose St.,ESPN2 HD,11/22/2013 21:30,T,
The Citadel at Clemson,ESPN3,11/23/2013 12:00,W,
Old Dominion at North Carolina,ACC RSNs,11/23/2013 12:00,T,
Oklahoma at Kansas St.,FOX Sports 1,11/23/2013 12:00,T,
Michigan at Iowa,BTN HD,11/23/2013 12:00,T,
Michigan St. at Northwestern,ESPN HD,11/23/2013 12:00,T,
Illinois at Purdue,BTN HD,11/23/2013 12:00,T,
Mississippi St. at Arkansas,SEC TV HD,11/23/2013 12:00,T,
Cincinnati at Houston,ESPNEWS,11/23/2013 12:00,T,
Memphis at Louisville,American Ath. Network,11/23/2013 12:00,T,
Duke at Wake Forest,ESPN2 HD,11/23/2013 12:00,T,
Virginia at Miami (FL),ESPNU HD,11/23/2013 12:00,T,
Pittsburgh at Syracuse,ACC Network HD,11/23/2013 12:30,T,
East Carolina at NC State,ACC Network HD,11/23/2013 12:30,T,
Bowling Green at Eastern Michigan,ESPN3,11/23/2013 13:00,W,
Massachusetts at Central Michigan,ESPN3,11/23/2013 13:00,W,
Coastal Carolina at South Carolina,Gamecocks PPV,11/23/2013 13:00,T,
Alabama A&M at Georgia Tech,ESPN3,11/23/2013 13:30,W,
Georgia Southern at Florida,Sun Sports PPV,11/23/2013 14:00,T,
Chattanooga at Alabama,Crimson Tide PPV,11/23/2013 14:00,T,
Hawai'i at Wyoming,Oceanic PPV,11/23/2013 14:00,T,
Georgia St. at Arkansas St.,ESPN3,11/23/2013 15:00,W,
New Mexico St. at FAU,CBS Sports ULive,11/23/2013 15:00,W,
Idaho at Florida St.,ESPNU HD,11/23/2013 15:30,T,
Boston College at Maryland,ACC RSNs,11/23/2013 15:30,T,
Utah at Washington St.,Pac-12 Networks,11/23/2013 15:30,T,
Oregon at Arizona,ABC/ESPN2 HD,11/23/2013 15:30,T,
Texas A&M at LSU,CBS HD,11/23/2013 15:30,T,
Indiana at Ohio St.,ABC/ESPN2 HD,11/23/2013 15:30,T,
Nebraska at Penn St.,BTN HD,11/23/2013 15:30,T,
Wisconsin at Minnesota,ESPN HD,11/23/2013 15:30,T,
BYU at Notre Dame,NBC HD,11/23/2013 15:30,T,
Colorado St. at Utah St.,CBS Sports Network HD,11/23/2013 15:30,T,
UTEP at Tulane,CST,11/23/2013 15:30,T,
Middle Tennessee at Southern Miss,CSS,11/23/2013 15:30,T,
UTSA at North Texas,Time Warner-Texas,11/23/2013 15:30,T,
New Mexico at Fresno St.,ESPNEWS,11/23/2013 16:00,T,
California at Stanford,FOX Sports 1,11/23/2013 16:00,T,
Marshall at FIU,FOX College Sports,11/23/2013 18:00,T,
Tulsa at Louisiana Tech,CBS Sports Network HD,11/23/2013 19:00,T,
SMU at USF,ESPN3,11/23/2013 19:00,W,
Connecticut at Temple,ESPN3,11/23/2013 19:00,W,
Western Kentucky at Texas St.,Longhorn Network,11/23/2013 19:00,T,
UL-Monroe at South Alabama,Sun Belt Network,11/23/2013 19:00,T,
Arizona St. at UCLA,FOX HD,11/23/2013 19:00,T,
Kentucky at Georgia,ESPNU HD,11/23/2013 19:00,T,
Vanderbilt at Tennessee,ESPN2 HD,11/23/2013 19:00,T,
Missouri at Ole Miss,ESPN HD,11/23/2013 19:45,T,
Baylor at Oklahoma St.,ABC HD,11/23/2013 20:00,T,
Kansas at Iowa St.,FOX Sports 1,11/23/2013 20:00,T,
USC at Colorado,Pac-12 Networks,11/23/2013 21:30,T,
Washington at Oregon St.,ESPN2 HD,11/23/2013 22:30,T,
Boise St. at San Diego St.,CBS Sports Network HD,11/23/2013 22:30,T,
Western Michigan at Northern Illinois,ESPN2 HD,11/26/2013 19:00,T,
Texas Tech at Texas,FOX Sports 1,11/28/2013 19:30,T,
Ole Miss at Mississippi St.,ESPN HD,11/28/2013 20:00,T,
Iowa at Nebraska,ABC HD,11/29/2013 12:00,T,
Toledo at Akron,ESPN3,11/29/2013 12:00,W,
East Carolina at Marshall,CBS Sports Network HD,11/29/2013 12:00,T,
SMU at Houston,ESPN2 HD,11/29/2013 12:00,T,
Miami (OH) at Ball St.,ESPN3,11/29/2013 13:00,W,
Bowling Green vs. Buffalo<br>(at Orchard Park, NY),ESPNU HD,11/29/2013 13:30,T
Massachusetts at Ohio,ESPN3,11/29/2013 14:00,W,
Eastern Michigan at Central Michigan,ESPN3,11/29/2013 14:00,W,
Texas St. at Troy,ESPN3,11/29/2013 14:00,W,
Arkansas at LSU,CBS HD,11/29/2013 14:30,T,
FIU at FAU,FOX Sports 1,11/29/2013 15:00,T,
Miami (FL) at Pittsburgh,ABC HD,11/29/2013 15:30,T,
Fresno St. at San Jose St.,CBS Sports Network HD,11/29/2013 15:30,T,
Washington St. at Washington,FOX HD,11/29/2013 15:30,T,
Oregon St. at Oregon,FOX Sports 1,11/29/2013 19:00,T,
USF at UCF,ESPN HD,11/29/2013 20:00,T,
Rutgers at Connecticut,ESPNU HD,11/30/2013 12:00,T,
Temple at Memphis,ESPNEWS,11/30/2013 12:00,T,
Duke at North Carolina,ESPN2 HD,11/30/2013 12:00,T,
Florida St. at Florida,ESPN HD,11/30/2013 12:00,T,
Wake Forest at Vanderbilt,SEC TV,11/30/2013 12:00,T,
Ohio St. at Michigan,ABC HD,11/30/2013 12:00,T,
Minnesota at Michigan St.,BTN HD,11/30/2013 12:00,T,
Kansas St. at Kansas,FOX Sports 1,11/30/2013 12:00,T,
Maryland at NC State,ACC Network HD,11/30/2013 12:30,T,
Southern Miss at UAB,CBS Sports ULive,11/30/2013 13:00,W,
Air Force at Colorado St.,ESPN3,11/30/2013 14:00,W,
South Alabama at Georgia St.,ESPN3,11/30/2013 14:00,W,
Wyoming at Utah St.,ROOT Sports,11/30/2013 14:00,T,
Colorado at Utah,Pac-12 Networks,11/30/2013 14:00,T,
North Texas at Tulsa,FSN HD,11/30/2013 14:30,T,
Tulane at Rice,FOX College Sports,11/30/2013 15:00,T,
BYU at Nevada,CBS Sports Network HD,11/30/2013 15:00,T,
Georgia at Georgia Tech,ABC HD,11/30/2013 15:30,T,
Baylor at TCU,ESPN2 HD,11/30/2013 15:30,T,
Penn St. at Wisconsin,ESPN HD,11/30/2013 15:30,T,
Purdue at Indiana,BTN HD,11/30/2013 15:30,T,
Northwestern at Illinois,BTN HD,11/30/2013 15:30,T,
Idaho at New Mexico St.,College Sports Direct,11/30/2013 15:30,W,
Alabama at Auburn,CBS HD,11/30/2013 15:30,T,
Louisiana Tech at UTSA,CSS,11/30/2013 15:30,T,
Virginia Tech at Virginia,ESPNU HD,11/30/2013 15:30,T,
Boston College at Syracuse,ACC RSNs,11/30/2013 15:30,T,
UTEP at Middle Tennessee,WUXP,11/30/2013 15:45,T,
Arkansas St. at Western Kentucky,ESPN3,11/30/2013 16:00,W,
Iowa St. at West Virginia,FOX Sports 1,11/30/2013 16:00,T,
Tennessee at Kentucky,ESPNU HD,11/30/2013 19:00,T,
Clemson at South Carolina,ESPN2 HD,11/30/2013 19:00,T,
Notre Dame at Stanford,FOX HD,11/30/2013 19:00,T,
UL-Monroe at UL-Lafayette,Sun Belt Network,11/30/2013 19:00,T,
Texas A&M at Missouri,ESPN HD,11/30/2013 19:45,T,
UCLA at USC,ABC HD,11/30/2013 20:00,T,
Arizona at Arizona St.,Pac-12 Networks,11/30/2013 21:30,T,
New Mexico at Boise St.,ESPN2 HD,11/30/2013 22:15,T,
San Diego St. at UNLV,ESPNU HD,11/30/2013 22:30,T,
Army at Hawai'i,Oceanic PPV,11/30/2013 23:00,T,
Louisville at Cincinnati,ESPN HD,12/05/2013 19:30,T,
MAC Championship<br>Northern Illinois vs. Bowling Green<br>(at Detroit, MI),ESPN2 HD,12/06/2013 20:00,T
Conference USA Championship<br>Marshall at Rice,ESPN2 HD,12/07/2013 12:00,T,
Oklahoma at Oklahoma St.,ABC HD,12/07/2013 12:00,T,
UCF at SMU,ESPN HD,12/07/2013 12:00,T,
Memphis at Connecticut,ESPN3,12/07/2013 13:00,W,
Texas at Baylor,FOX HD,12/07/2013 15:30,T,
SEC Championship<br>Auburn vs. Missouri<br>(at Atlanta, GA),CBS HD,12/07/2013 16:00,T
USF at Rutgers,ESPN2 HD,12/07/2013 19:30,T,
Pac-12 Championship<br>Stanford at Arizona St.,ESPN HD,12/07/2013 19:45,T,
ACC Championship<br>Florida St. vs. Duke<br>(at Charlotte, NC),ABC HD,12/07/2013 20:00,T
Big Ten Championship<br>Michigan St. vs. Ohio St.<br>(at Indianapolis, IN),FOX HD,12/07/2013 20:00,T
UL-Lafayette at South Alabama,Cox 4-Louisiana,12/07/2013 20:00,T,
MWC Championship<br>Utah St. at Fresno St.,CBS HD,12/07/2013 22:00,T,
